,kAB,kBA,kex,pA,pB,RA,RB,M0
0,4.489355760472051,11.316641896533428,15.805997657005479,0.7159713763159837,0.2840286236840162,2.4741785378114454,2.4741785009433124,468403896.07906926
1,4.207114237544691,10.7529534414471,14.960067678991791,0.7187770585120627,0.28122294148793736,2.3041206440359643,2.304120609701891,456358032.3590965
2,4.43209471637569,11.391118414961454,15.823213131337145,0.7198991962259466,0.28010080377405333,2.4291046005679626,2.4291045643714835,460864001.8901187
3,4.142688323425915,10.650461426959367,14.793149750385282,0.719959008505405,0.280040991494595,2.485803344871485,2.4858033078301283,463895146.6670912
4,4.200174734391971,10.908042600853046,15.108217335245016,0.7219940221144658,0.2780059778855342,2.4147048342894877,2.414704798307582,458819840.17285556
5,4.40343198319591,11.225828834836996,15.629260818032906,0.7182571821877034,0.28174281781229654,2.459849205310598,2.4598491686559885,466379830.0482314
6,4.245114587698916,10.766497319977207,15.011611907676123,0.7172112752576427,0.2827887247423573,2.4380211501942717,2.4380211138649255,461385263.72813135
7,4.330299228977848,10.959396787971508,15.289696016949357,0.7167831705628741,0.28321682943712584,2.378062881180958,2.3780628457450597,465093909.83485675
8,4.531633986389171,11.738880132108193,16.270514118497363,0.7214818196041317,0.2785181803958683,2.3519023319248338,2.351902296878758,463035188.0543722
9,4.36482231613584,11.135900577112482,15.500722893248323,0.7184116930419397,0.28158830695806025,2.3966809189647456,2.396680883251417,464116623.71375614
10,4.670256070414323,12.3866164426577,17.056872513072022,0.7261950532352788,0.2738049467647213,2.317673632447534,2.3176735979115053,457089788.7766824
11,4.236694200280532,10.858796635809766,15.095490836090297,0.7193404145460813,0.2806595854539187,2.5364520976038816,2.5364520598077998,462586458.1107215
12,4.396446960897054,11.319019585148803,15.715466546045857,0.7202471241935076,0.27975287580649244,2.439533779166953,2.4395337428150667,464248444.77228105
13,4.493028441116902,11.402819169451973,15.895847610568875,0.7173457778917329,0.28265422210826713,2.429970541314775,2.429970505105392,466327052.72006136
14,4.488492132842864,11.592559472972258,16.081051605815123,0.720883170897868,0.2791168291021319,2.3954266264801314,2.395426590785493,460261886.59403026
15,4.146494973915549,10.493536890685478,14.640031864601028,0.71677008545715,0.2832299145428499,2.3369246038011298,2.33692456897824,461882585.76592845
16,4.099904229303636,10.462981694987409,14.562885924291045,0.7184689730718172,0.28153102692818277,2.3432957800744645,2.3432957451566363,460078344.5293242
17,4.224519445554993,10.950677702116515,15.175197147671508,0.721616832753754,0.278383167246246,2.3939639294879895,2.393963893815147,461355186.26650625
18,4.523490602229454,11.583001136098385,16.10649173832784,0.7191510928810696,0.2808489071189303,2.3619158612086144,2.3619158260133255,461548985.58735055
19,4.203756107547863,10.805726051541516,15.00948215908938,0.7199266395075349,0.2800733604924651,2.352764460910223,2.3527644258513005,464623699.95214134
20,4.5889973878387895,11.744565925089656,16.333563312928447,0.7190449322098333,0.28095506779016655,2.369590181074123,2.369590145764478,463085223.8581731
21,4.762681110716249,12.009492206666954,16.772173317383203,0.7160367341434483,0.2839632658565517,2.4986336049836093,2.498633567751067,473183768.85997003
22,4.457000450951587,11.218371233896914,15.6753716848485,0.7156685952614678,0.28433140473853225,2.600556882931541,2.6005568441802236,470928194.1014016
23,4.3329037069902645,11.100236177460596,15.43313988445086,0.7192467806660824,0.2807532193339176,2.291397768922325,2.2913977347778376,457374399.3760989
24,4.511154697773991,11.32233616872474,15.833490866498732,0.7150878011797821,0.2849121988202179,2.363831800865749,2.36383176564191,463303394.2280476
25,4.357841435475047,11.256386788558382,15.614228224033429,0.7209057423172889,0.2790942576827111,2.2809495068957717,2.2809494729069755,463293903.9782707
26,4.36413958539002,11.090149687843443,15.454289273233464,0.7176098163926161,0.2823901836073838,2.455398366563157,2.4553983299748703,470498898.0960439
27,4.288055778158065,10.69938923119253,14.987445009350594,0.7138901410158458,0.28610985898415425,2.449293376158555,2.4492933396612395,468873866.7916211
28,4.033366832237825,10.58996854650673,14.623335378744557,0.7241828401131768,0.2758171598868232,2.436787627352392,2.436787591041427,456712247.9426242
29,4.199814783005292,10.60710728818768,14.806922071192972,0.7163613907865377,0.2836386092134622,2.4027055848911507,2.4027055490880476,463218146.1691917
30,4.129430443028988,10.52542843572815,14.654858878757139,0.718221070759352,0.28177892924064785,2.4192432878968217,2.4192432518472873,459776838.26018775
31,4.3553469149118635,11.12804545903038,15.483392373942245,0.7187084839210243,0.2812915160789756,2.541230142446971,2.5412301045796912,469486882.1305193
32,4.512825429737853,11.489411068804424,16.002236498542278,0.7179878306292405,0.2820121693707594,2.2938217740997837,2.293821739919176,462071761.8503151
33,4.340687262115584,11.309406388241218,15.650093650356801,0.7226414512850777,0.2773585487149224,2.496364044620042,2.4963640074213194,463205630.8535841
34,4.492153313547212,11.306367650727934,15.798520964275145,0.7156598821050894,0.28434011789491065,2.2495074626847718,2.2495074291644985,459345153.9686941
35,4.32931148054021,10.801279465567223,15.130590946107432,0.7138702978647382,0.2861297021352619,2.4022042011760827,2.402204165380451,465046464.0522003
36,4.604988339593994,11.6484395979783,16.253427937572294,0.7166758694054405,0.2833241305945595,2.429593129858919,2.4295930936551597,468652516.19076973
37,4.275267946958817,10.951721836048213,15.22698978300703,0.7192309177398991,0.2807690822601009,2.426641046731862,2.4266410105720926,466918771.7648361
38,4.619400928308555,11.758203339327169,16.377604267635725,0.71794403791786,0.2820559620821399,2.484641543473019,2.484641506448975,463699932.63090163
39,4.072191677099512,10.52935638975386,14.601548066853372,0.7211123328530008,0.27888766714699914,2.378167027281024,2.3781669918435737,461146977.72462267
40,4.34247902848472,10.770398961744325,15.112877990229045,0.7126636613296111,0.287336338670389,2.265915496034504,2.2659154622697315,463924682.2373099
41,4.341290294187653,11.384349186438488,15.72563948062614,0.7239355321902116,0.2760644678097884,2.3638226796444775,2.3638226444207744,457888635.63755757
42,4.441296145091207,11.14157788763512,15.582874032726327,0.7149886384396209,0.28501136156037915,2.3598889583538134,2.359888923188728,464783356.88432026
43,4.079779504857562,10.265115416466983,14.344894921324546,0.7155936291458834,0.2844063708541166,2.3772798957871144,2.3772798603628837,460828785.11360276
44,4.204773582877905,10.944091164957445,15.14886474783535,0.7224363902596244,0.27756360974037564,2.4970264856366144,2.49702644842802,462956628.59829086
45,4.214982019331058,11.163645111117651,15.37862713044871,0.7259194865980162,0.2740805134019837,2.483954836137285,2.483954799123474,460646019.4801508
46,4.3457682365263,11.125825264236484,15.471593500762785,0.7191130806072403,0.28088691939275967,2.4625146641614073,2.4625146274670793,460131537.6426011
47,4.477008203649117,11.45606165718694,15.933069860836056,0.7190115751231512,0.28098842487684883,2.415970724902062,2.4159706889012926,462105828.5142233
48,4.084235759247477,10.531453224109324,14.615688983356801,0.7205581095835931,0.27944189041640694,2.3122996253166224,2.312299590860673,455411602.2664004
49,4.3154756679557815,11.09534184173706,15.41081750969284,0.7199710096338819,0.28002899036611817,2.4044660651115843,2.404466029282248,463202146.2816608
50,4.161951830810377,10.631518430150267,14.793470260960644,0.7186629129343913,0.28133708706560867,2.32963505820181,2.3296350234875427,460012218.84044564
51,4.247530902212765,10.598044121450972,14.845575023663738,0.713885727198695,0.2861142728013049,2.393366414666436,2.3933663790024977,461691365.06494987
52,4.305720420137881,10.832971430384568,15.138691850522449,0.7155817383264006,0.2844182616735994,2.3055970913078343,2.3055970569517603,458973033.5502562
53,4.587507318742385,11.765842435652935,16.35334975439532,0.7194759857986042,0.2805240142013958,2.4330351849306786,2.4330351486756294,464274245.83376
54,4.259283028915821,10.629190951652118,14.88847398056794,0.7139207796262445,0.28607922037375555,2.177225102752599,2.177225070309417,458886230.731518
55,4.368974114266925,11.124769377343418,15.493743491610342,0.7180168810311939,0.2819831189688062,2.44141064032845,2.4414106039485963,466288177.31787854
56,4.40104415957738,11.28087492120351,15.68191908078089,0.7193555114710981,0.2806444885289019,2.2695839440412406,2.2695839102218045,453966477.1405828
57,4.327910416978695,10.835868739250479,15.163779156229175,0.7145889311372079,0.285411068862792,2.347344524431951,2.347344489453792,464728918.8958165
58,3.987262532064464,10.340919326129477,14.32818185819394,0.7217188774174971,0.27828112258250304,2.421169633847147,2.421169597768908,455018893.84986883
59,4.2467638616364995,10.65305483154945,14.89981869318595,0.7149788229585204,0.2850211770414796,2.4335349534497888,2.433534917187292,464075270.3839247
60,4.5297870614187605,11.354448149733033,15.884235211151793,0.7148249820527369,0.2851750179472631,2.468242899111741,2.468242862332056,470791188.189324
61,4.579326921259044,11.84279848002807,16.422125401287115,0.7211489493984664,0.27885105060153365,2.466345878436096,2.4663458416846784,463107432.1121628
62,4.499492883675698,11.49178570114783,15.991278584823528,0.7186283223190216,0.28137167768097837,2.304017823070475,2.3040177887379336,460706354.4694382
63,3.9676414142761725,10.19238779403365,14.160029208309822,0.7197999131281622,0.2802000868718378,2.427897561745619,2.4278975255671265,462184955.76955754
64,4.176069621031365,10.782476944680608,14.958546565711973,0.720823837885175,0.27917616211482504,2.340252145435185,2.34025211056271,464159341.3922365
65,4.295087788319584,10.766455308182907,15.061543096502492,0.7148308270407588,0.2851691729592412,2.3681291565754914,2.368129121287617,464611729.609505
