12000	410436.6301	7764.309984
500	394575.6782	4773.873095
480	391250.1873	4805.613008
460	392049.8881	5190.407869
440	380616.484	7983.99316
420	387538.5045	9898.971599
400	390027.7896	10192.76105
380	398704.1245	8616.511821
360	385830.958	11017.93906
340	384072.2779	8167.34099
320	381810.2601	7455.680988
300	379591.9259	11394.37731
280	375531.0237	5155.866959
260	369610.6059	10384.5193
240	357660.0687	3733.119278
220	354321.6273	7250.179851
200	331295.7361	10708.98508
180	301541.3099	3839.103828
160	257685.2707	7279.781472
140	174528.6479	6076.522992
120	93322.56719	7551.383464
100	75002.36699	8703.582306
80	143681.4049	8843.227442
60	220663.8082	9388.769693
40	280422.5353	6818.862485
20	303904.4584	6913.996569
0	322267.8679	4347.992555
-20	335848.3462	8230.401466
-40	346077.7729	5466.122925
-60	351864.8376	8383.842438
-80	365917.0695	11293.52573
-100	372965.2598	6931.90581
-120	365758.511	6474.317431
-140	371808.3576	6735.121022
-160	367676.641	3853.7129
-180	369934.7304	9614.478083
-200	369892.5326	3789.51105
-220	369119.2987	6075.171707
-240	376537.0378	6456.44854
-260	371821.2576	9421.655256
-280	375317.7952	7701.273841
-300	374747.0679	7121.892534
-320	376718.2373	5633.11294
-340	373827.4025	7685.754625
-360	369530.7536	6769.316101
-380	374371.5446	6948.407545
-400	373992.6901	5462.083228
-420	375214.8716	10809.50803
-440	370666.0206	11111.79818
-460	367282.6284	6713.315188
-480	365717.8991	5769.579564
-500	365555.6164	3501.757934
-520	355571.7359	5593.046672
-540	358211.4906	9123.660781
-560	355834.7646	8064.891746
-580	339852.549	4148.604
-600	332707.1402	7022.825131
-620	315555.2123	11509.99468
-640	283963.5615	5840.663986
-660	244089.2859	5298.432117
-680	176445.9231	7283.806255
-700	86278.93509	7593.500896
-720	13365.12447	7129.570591
-740	15449.42133	10246.18835
-760	70294.72314	7736.261956
-780	181821.564	9517.892675
-800	264497.6266	6725.421673
-820	308984.3763	8839.89187
-840	334188.6032	6723.166137
-860	353001.5259	6961.917137
-880	360607.355	9606.99259
-900	369121.425	7196.824085
-920	372805.7023	4897.956794
-940	377143.9963	10349.86706
-960	384043.8248	7295.960023
-980	384444.1236	6245.174739
-1000	387271.0294	8522.798358
-1020	381087.662	3818.535504
-1040	385144.7358	10488.21577
-1060	389770.5362	8083.75881
-1080	386640.1347	8751.047495
-1100	391438.2688	6466.689346
-1120	388277.3269	9188.550851
-1140	395850.5233	7668.884899
-1160	389603.9731	8820.108743
-1180	396711.5599	7147.618188
-1200	393284.3084	7815.401819
-1220	395231.2218	9076.435132
