,kAB,kBA,kex,pA,pB,RA,RB,M0
0,96.3689700673464,38.71035500936546,135.07932507671185,0.2865749809408787,0.7134250190591213,1.9989680279501356,1.998967998163191,587049891.5308905
1,102.52071568489367,40.98406871299367,143.50478439788733,0.2855937443824837,0.7144062556175164,2.337501859181041,2.337501824349549,594794965.2562181
2,99.97317375722547,39.96549964591356,139.93867340313903,0.2855929577864433,0.7144070422135567,2.2408502011792484,2.2408501677879786,595183249.5141125
3,101.91429029072913,40.52120425613398,142.4354945468631,0.2844881073011052,0.7155118926988947,2.4863490255763696,2.4863489885268817,598200955.2066292
4,101.80474411785065,40.514841456310776,142.3195855741614,0.2846750943860701,0.71532490561393,2.2506740189519934,2.2506739854143367,590661607.982407
5,99.20143029566404,39.83919470657576,139.0406250022398,0.28652916876584805,0.7134708312341519,2.0955128220029606,2.095512790777386,588624785.1937764
6,104.11499106151734,41.70106299124375,145.8160540527611,0.28598403147128726,0.7140159685287127,2.5902681903958333,2.5902681517978294,597236599.2924638
7,103.11944641631233,41.0081709616393,144.12761737795162,0.2845268083083753,0.7154731916916247,2.244154332312742,2.2441542988722367,594985494.6154836
8,101.59298013305025,40.385495183941394,141.97847531699165,0.2844480129383961,0.7155519870616038,2.4782591886275496,2.4782591516986097,597483943.9396074
9,99.1561129023342,39.39314853638784,138.54926143872206,0.2843259366908336,0.7156740633091663,2.1361275227202654,2.136127490889485,588621315.1878786
10,103.17479056276241,41.327849204072784,144.5026397668352,0.28600065210405895,0.7139993478959411,2.170557099674265,2.170557067330444,592638900.4050833
11,99.88736330748004,40.00295170324144,139.89031501072148,0.285959408270512,0.714040591729488,1.984977404727196,1.9849773751487279,588946895.665292
12,97.31132608807222,38.98827815215265,136.29960424022488,0.2860483591972631,0.7139516408027369,2.3229226575189057,2.3229226229046605,596137835.7002313
13,102.82056072443734,41.19614063187849,144.01670135631582,0.2860511332637313,0.7139488667362688,2.3333558097424647,2.3333557749727536,593705918.033626
14,97.57327877039675,38.76313573407515,136.33641450447192,0.28431975327328046,0.7156802467267195,2.029367637180611,2.0293676069406765,590961636.4600887
15,102.76961958359888,41.29463518725377,144.06425477085264,0.2866403970432267,0.7133596029567734,2.3372603401886924,2.3372603053607994,594266326.8728737
16,97.8734308263123,39.02150596702793,136.89493679334024,0.28504710898063157,0.7149528910193683,2.1415247344327066,2.1415247025215014,589187493.2744356
17,97.43567270643176,38.90518014611497,136.34085285254673,0.28535233081012856,0.7146476691898714,1.9805448054543877,1.9805447759419703,588884217.7913326
18,97.01601203838871,39.158535528394445,136.17454756678316,0.2875613411470318,0.7124386588529681,2.246279790345002,2.2462797568728243,594802675.7315063
19,97.00895834474112,38.935108630731996,135.9440669754731,0.2864053540325274,0.7135946459674726,2.3142690650147757,2.3142690305294793,595916236.7453057
20,98.50142400752829,39.63189388462979,138.13331789215806,0.28691046077363297,0.7130895392263671,2.2493276297596454,2.249327596242052,595492962.7448732
21,103.61708113512569,41.266478655942684,144.88355979106836,0.2848251293345612,0.7151748706654388,2.3923239418487303,2.3923239062003256,597941707.2015413
22,101.1317243654096,40.55641096936069,141.6881353347703,0.2862371706250279,0.713762829374972,2.190708467018007,2.1907084343739065,593691603.4421433
23,100.2801998091116,40.11667181672328,140.39687162583488,0.28573764751422914,0.7142623524857709,2.1912021938662427,2.1912021612147856,589362032.356562
24,103.73921015625655,41.66153620677511,145.40074636303166,0.28652903956047104,0.713470960439529,2.172276428734154,2.172276396364713,594553655.6912684
25,94.2281226576028,37.66152168309303,131.88964434069584,0.2855532886706875,0.7144467113293124,2.318442168889646,2.3184421343421655,591943907.7745516
26,99.03366434830598,39.798477569942996,138.83214191824896,0.2866661640456304,0.7133338359543697,2.5204947402956597,2.520494702737361,595827616.1028166
27,101.6451553651011,40.35710987099172,142.00226523609282,0.2842004654214074,0.7157995345785926,2.3382727364401537,2.338272701597175,594884857.2111973
28,98.47861233573961,39.181950004900735,137.66056234064035,0.2846272697037602,0.7153727302962397,2.176942221347379,2.1769421889084124,589235193.6599852
29,94.93784988061479,38.61359628099005,133.55144616160484,0.2891290015254901,0.71087099847451,2.297760033001087,2.2977599987617943,595163331.9057817
30,105.57665118392445,42.313202587462364,147.8898537713868,0.2861129516895159,0.7138870483104841,2.058152589117325,2.0581525584484615,591712031.8922306
31,97.74148581007209,39.2177389612226,136.95922477129469,0.2863460933479397,0.7136539066520604,2.3028924834966005,2.3028924491808285,592268763.2583998
32,94.30980734671952,37.73528009438025,132.04508744109978,0.2857757211998705,0.7142242788001295,2.39396815089362,2.393968115220715,593465154.9426578
33,96.53963482724146,38.40799639033189,134.94763121757336,0.2846140835803738,0.7153859164196261,2.294492541494601,2.294492507303998,591770885.0003897
34,97.4517396464935,38.738067009633845,136.18980665612733,0.28444175053016696,0.715558249469833,2.1358555433775885,2.135855511550861,588903903.7532619
35,92.54318019613213,36.70046921633938,129.2436494124715,0.28396342399163116,0.7160365760083688,2.145737632017061,2.1457376000430783,587650920.9147651
36,95.82950722369438,38.4058706688297,134.23537789252407,0.28610841100011253,0.7138915889998875,2.1696798847448666,2.169679852414117,590466591.6542015
37,101.51944635176609,40.48572482219967,142.00517117396578,0.2851003557652275,0.7148996442347724,2.281681321973937,2.281681287974236,590637571.6594223
38,100.06397754220042,40.44154317545514,140.50552071765554,0.2878288551858544,0.7121711448141458,2.303025737994065,2.3030257036763073,595581285.8834603
39,99.63600929551652,39.41522015346195,139.05122944897846,0.28345826433648635,0.7165417356635136,2.172928123577189,2.172928091198037,589607996.2256262
