,kAB,kBA,kex,pA,pB,offsetA,offsetB,deltaomega,R2A,R2B,R1A,R1B,M0
869,50.336165029624105,125.20151069995114,175.53767572957526,0.7132458042388031,0.28675419576119676,0.0,833.4857643640936,833.4857643640936,9.892530646917843,9.892530646917843,2.0,2.0,2161174.8016665974
870,50.544360473993756,135.68673297096916,186.2310934449629,0.7285933324075596,0.2714066675924404,0.0,824.3143156804141,824.3143156804141,9.312042572858742,9.312042572858742,2.0,2.0,2103651.90228114
871,51.11873356770241,138.6433096338009,189.7620432015033,0.7306166570233397,0.2693833429766604,0.0,815.173740014821,815.173740014821,9.808388811487694,9.808388811487694,2.0,2.0,2115830.7432520827
872,50.402396567232415,146.29599399763197,196.69839056486438,0.7437579615039532,0.2562420384960467,0.0,821.2306976778781,821.2306976778781,9.614379344262812,9.614379344262812,2.0,2.0,2066010.8992081918
873,50.9138446852167,121.22687333742128,172.140718022638,0.704231251791798,0.2957687482082019,0.0,827.5437265894785,827.5437265894785,9.851859531507728,9.851859531507728,2.0,2.0,2192368.4390250137
874,50.15759751843788,117.36707416988232,167.5246716883202,0.7005957569536018,0.2994042430463982,0.0,842.6465226438497,842.6465226438497,10.12226029832505,10.12226029832505,2.0,2.0,2212792.410859907
875,50.35960477799265,150.77081375592888,201.13041853392153,0.7496171631070351,0.250382836892965,0.0,812.964113741166,812.964113741166,9.75384260446593,9.75384260446593,2.0,2.0,2056341.1467142333
876,50.9996981461223,150.068259065099,201.0679572112213,0.7463559144207783,0.2536440855792217,0.0,822.0182574301382,822.0182574301382,9.755481964573253,9.755481964573253,2.0,2.0,2081541.5019847394
877,50.69934602265902,124.20863415760917,174.9079801802682,0.7101370333680261,0.28986296663197386,0.0,829.0169866074401,829.0169866074401,9.449305394127785,9.449305394127785,2.0,2.0,2159700.7913948153
878,50.59308655794951,132.30868766204213,182.90177421999164,0.7233865730733872,0.27661342692661295,0.0,822.5925131240493,822.5925131240493,10.087383437175088,10.087383437175088,2.0,2.0,2135927.013545999
879,50.87526908888242,133.06581082483058,183.941079913713,0.7234154050158449,0.2765845949841551,0.0,830.7770662221735,830.7770662221735,9.68779050353185,9.68779050353185,2.0,2.0,2131574.3211504202
880,50.49209153233795,136.41716550205018,186.90925703438813,0.7298577270410515,0.27014227295894855,0.0,825.5023855275273,825.5023855275273,9.526904341159327,9.526904341159327,2.0,2.0,2103341.354364681
881,50.167476406461056,110.67304977904148,160.84052618550254,0.6880918161844279,0.31190818381557206,0.0,828.7786332405241,828.7786332405241,10.781334309051923,10.781334309051923,2.0,2.0,2260900.4559295843
882,50.35604451937083,147.3495915225919,197.70563604196275,0.7452978805890853,0.2547021194109147,0.0,824.6955752865039,824.6955752865039,10.02193319377247,10.02193319377247,2.0,2.0,2084650.7610450045
883,50.56940948888635,118.75086245540727,169.3202719442936,0.7013387179916432,0.2986612820083569,0.0,835.321396275618,835.321396275618,9.591656616368935,9.591656616368935,2.0,2.0,2183489.954659973
884,50.95284857556595,129.35892070528283,180.31176928084878,0.7174180655051797,0.2825819344948203,0.0,821.7399791959691,821.7399791959691,10.07472754252076,10.07472754252076,2.0,2.0,2154959.481936292
885,50.46657843843757,114.39087133039551,164.85744976883308,0.6938774771221867,0.3061225228778134,0.0,834.3540517258995,834.3540517258995,9.729628268246767,9.729628268246767,2.0,2.0,2217142.445618902
886,50.37311517800207,126.86522607769395,177.238341255696,0.7157888365399989,0.284211163460001,0.0,824.7106802470537,824.7106802470537,9.899460018257285,9.899460018257285,2.0,2.0,2150791.0767693035
887,49.487642479702494,117.69805546278143,167.18569794248393,0.7039959572574952,0.2960040427425047,0.0,838.7303849852347,838.7303849852347,10.185145723710347,10.185145723710347,2.0,2.0,2191522.7101511387
888,50.48240121788647,117.07226799266844,167.55466921055492,0.6987108657983827,0.30128913420161724,0.0,842.9000484986119,842.9000484986119,10.54934594302014,10.54934594302014,2.0,2.0,2235670.9139746604
889,50.19656505973497,122.19524625014499,172.39181130987996,0.7088227991902412,0.29117720080975884,0.0,820.9307889981654,820.9307889981654,10.348632348879644,10.348632348879644,2.0,2.0,2179135.620063409
890,50.3782236353743,131.46594431679097,181.84416795216526,0.7229593656881729,0.2770406343118272,0.0,836.0901361902297,836.0901361902297,9.878770835018628,9.878770835018628,2.0,2.0,2141354.980883075
891,50.23861852536416,120.92918452380661,171.16780304917077,0.7064949270223894,0.2935050729776107,0.0,834.8721453620886,834.8721453620886,10.287616877989347,10.287616877989347,2.0,2.0,2197451.575988068
892,50.537816623749166,128.80471269017227,179.34252931392143,0.7182050637008264,0.2817949362991736,0.0,833.0852647755614,833.0852647755614,10.07623453970938,10.07623453970938,2.0,2.0,2159340.2289749137
893,51.06257442443101,146.1616347211386,197.2242091455696,0.7410937802937664,0.2589062197062336,0.0,820.1798178527629,820.1798178527629,9.791997829276136,9.791997829276136,2.0,2.0,2094312.7925764495
894,51.00115168367213,147.2558623696948,198.25701405336693,0.7427523463561112,0.2572476536438888,0.0,815.4848291044,815.4848291044,9.330322746065022,9.330322746065022,2.0,2.0,2067971.222770987
895,50.24441738829696,117.91688474200465,168.1613021303016,0.7012129618896236,0.2987870381103765,0.0,838.9326497870703,838.9326497870703,9.312640196681716,9.312640196681716,2.0,2.0,2181571.8395253895
896,50.35016082592637,130.52890549905146,180.87906632497783,0.7216363294607883,0.27836367053921185,0.0,831.9776344334845,831.9776344334845,10.023171134764542,10.023171134764542,2.0,2.0,2153024.548325399
897,50.55153592253254,115.69426120158948,166.24579712412202,0.6959229237850153,0.3040770762149847,0.0,836.7551743726717,836.7551743726717,9.650270534385955,9.650270534385955,2.0,2.0,2212219.2267063083
898,50.612609908523254,132.4683720508625,183.08098195938578,0.7235506967088966,0.2764493032911033,0.0,831.9927851391203,831.9927851391203,10.003452206944837,10.003452206944837,2.0,2.0,2147436.775739391
899,49.89237054970726,118.66401123559199,168.55638178529924,0.7040018893306675,0.29599811066933246,0.0,826.2282097561439,826.2282097561439,10.468269957858372,10.468269957858372,2.0,2.0,2186642.827074832
900,50.77766044343798,130.68760116364922,181.4652616070872,0.7201797192821238,0.2798202807178762,0.0,838.7066717998765,838.7066717998765,9.672373444233033,9.672373444233033,2.0,2.0,2154961.101598521
901,50.69766275577737,126.16969022760524,176.8673529833826,0.7133577118636439,0.28664228813635617,0.0,832.3873511398352,832.3873511398352,9.686956216327937,9.686956216327937,2.0,2.0,2155970.31508765
902,50.64521073377381,153.40869742498836,204.05390815876217,0.7518047500743295,0.24819524992567057,0.0,808.806069638766,808.806069638766,10.203102022831496,10.203102022831496,2.0,2.0,2060667.1062272475
903,50.82112145892992,107.89181978730058,158.7129412462305,0.6797922018212428,0.32020779817875716,0.0,836.8804352362764,836.8804352362764,10.454824832585949,10.454824832585949,2.0,2.0,2288710.899278707
904,50.61193513031491,133.5551768501887,184.16711198050362,0.7251847271424182,0.2748152728575817,0.0,822.2448396247919,822.2448396247919,9.752606408653598,9.752606408653598,2.0,2.0,2131995.335206456
905,50.75511086475706,135.8655749372728,186.62068580202987,0.7280306272231853,0.2719693727768146,0.0,827.1421902109288,827.1421902109288,9.830895440092497,9.830895440092497,2.0,2.0,2123314.5701440186
906,50.37024039821691,128.99381071007537,179.36405110829227,0.7191731560088062,0.2808268439911938,0.0,828.110481390591,828.110481390591,9.496848541956448,9.496848541956448,2.0,2.0,2131982.970497951
907,50.48388610063769,117.3578250296232,167.84171113026088,0.6992172818027489,0.30078271819725116,0.0,845.1205141816224,845.1205141816224,9.55499978588319,9.55499978588319,2.0,2.0,2206621.225811042
908,50.36547627440228,140.98439198017232,191.3498682545746,0.7367885500323662,0.2632114499676338,0.0,830.1599224947313,830.1599224947313,9.83117492441271,9.83117492441271,2.0,2.0,2107232.5579358996
909,49.812776380084614,127.12207076312721,176.9348471432118,0.7184682543639019,0.2815317456360981,0.0,829.2502460503848,829.2502460503848,10.225023259277163,10.225023259277163,2.0,2.0,2144944.183771818
910,50.85923571821436,131.13019286509365,181.989428583308,0.7205374173976655,0.2794625826023344,0.0,827.275704098062,827.275704098062,9.988867129166813,9.988867129166813,2.0,2.0,2154283.785642024
911,49.66101250559763,131.0762840113445,180.73729651694214,0.7252309652593345,0.2747690347406655,0.0,836.5991236783753,836.5991236783753,9.842687419982362,9.842687419982362,2.0,2.0,2123809.030395492
912,50.27259108801378,118.68104746776295,168.95363855577673,0.7024474197907418,0.29755258020925823,0.0,836.2388448984071,836.2388448984071,9.755550095483907,9.755550095483907,2.0,2.0,2186655.64890945
913,50.69305231397388,159.17676305827385,209.86981537224773,0.7584547724309033,0.24154522756909666,0.0,809.8446454083961,809.8446454083961,9.766398200840023,9.766398200840023,2.0,2.0,2037003.8439695712
914,50.33952841738149,133.2834431770392,183.62297159442068,0.7258538625081753,0.27414613749182476,0.0,817.1562448861904,817.1562448861904,9.529532807736961,9.529532807736961,2.0,2.0,2109571.325487166
