0	1546360.891	22636.33477
40	1163356.626	8428.519689
1	460125.8827	23989.16241
36	1140566.279	12085.956
2	481885.5123	10385.08313
32	1092727.875	6647.300409
3	475896.6626	11972.43379
28	1063384.54	15511.4081
4	459628.7997	7096.007148
24	992837.5072	13439.24298
5	434215.843	14438.21164
20	912730.007	6013.012605
6	426087.0865	9978.81493
18	845345.8823	9504.144366
7	423013.4804	5003.53953
16	777103.3634	22762.30799
8	462251.8108	26260.92587
14	688842.9102	6821.325604
9	496420.0551	14112.92592
13	668299.5031	11460.3556
10	530287.0798	16282.83326
12	631256.8523	8222.777155
11	565320.2504	18555.28478
2	473504.879	15533.09621
