0.030482281	0.007971548
0.069277911	0.004179839
0.09965361	0.008027992
0.155022649	0.012929119
0.197175593	0.000753644
0.253663736	0.009797376
0.284039435	0.00643914
0.320810019	0.001993955
0.351185718	0.010869213
0.392219558	0.021222817
0.41673328	0.001507289
0.472155609	0.007536443
0.525979217	0.009413015
0.575539568	0.006907264
0.592592593	0.014079238
0.652278177	0.015826531
0.713029576	0.0026107
0.752464695	0.014845071
0.847855049	0.01055102
0.898481215	0.011152917
0.9277911	0.01055102
0.933653078	0.003916051
0.962962963	0.00588615
0.974686917	0.018290437
0.981614708	0.020348397
1.005062617	0.00849314
0.997601918	0.012452248
0.994404476	0.00568989
0.997069011	0.007189309
1.001332268	0.01184445
1.009325873	0.011699706
1.003463896	0.01055102
1.005595524	0.004706507
1.006661338	0.01307524
1.008260059	0.013957688
