14000	434765.6995	8307.138663
320	336752.1624	9350.031006
310	350940.6877	8694.226989
300	342764.1674	9808.635903
290	346808.5922	11019.12286
280	344877.0154	7123.615606
270	342271.7243	8902.562888
260	344635.1826	10421.75704
250	343261.2024	10252.25705
240	344356.0542	9085.225004
230	345989.8449	11558.53926
220	347853.6482	11860.83268
210	348319.6825	6204.406714
200	342183.8418	7223.872053
190	343997.4677	10501.6126
180	344159.6283	14731.22683
170	343684.8048	8886.329209
160	343859.9569	12582.97294
150	335031.8793	12203.67366
140	330210.6815	7318.125092
130	324067.8046	13980.23049
120	318828.527	12347.73773
110	290743.4083	10039.26734
100	240314.9872	11444.42871
90	105614.6604	13098.49003
80	35772.25211	8151.09249
70	187439.2255	12884.2012
60	272265.5069	10747.41838
50	308476.6305	11930.11827
40	327118.4645	7772.692256
30	333445.4785	8119.099613
20	342430.808	5772.100159
10	336491.0914	12416.6169
0	338544.2161	10671.9393
-10	343847.8831	6255.97223
-20	344621.7793	6220.198992
-30	339524.7108	6181.993994
-40	345566.7712	9576.231897
-50	346410.0473	7157.794081
-60	346465.8448	15237.02144
-70	340107.6985	6774.583442
-80	339765.4093	15646.67545
-90	339043.7195	8410.68958
-100	345716.8087	14134.27103
-110	343944.396	11091.16486
-120	348268.2511	8470.78954
-130	344331.6643	6836.722771
-140	347534.8165	11752.69392
-150	341752.4642	8781.99682
-160	349477.6589	6479.880495
-170	347330.3467	5527.897859
-180	347240.4914	10320.91862
-190	347823.6444	10492.26677
-200	343161.6525	4216.269224
-210	337561.415	8218.603381
-220	350214.3573	9394.244214
-230	345351.4098	11034.54884
-240	348406.2547	6651.904535
-250	343376.8839	10683.15542
-260	342014.7376	11384.99119
-270	349626.1112	11156.12006
-280	338638.7799	9364.175193
-290	349760.0581	9979.735664
-300	348025.7262	10677.46072
-310	342144.5267	7733.030016
-320	347406.9588	9503.589102
-330	339819.5651	9991.773808
-340	346117.7535	11835.06939
-350	344377.4147	10926.46758
-360	347134.9784	8450.765158
-370	344529.5831	8447.957778
-380	346843.8639	10617.21215
-390	347251.9903	9267.907791
-400	335322.1849	9105.776515
-410	341960.4027	7518.840035
-420	340798.7409	8458.519689
-430	337593.6402	7873.954258
-440	332764.4992	7866.178993
-450	322515.2503	7948.934419
-460	299779.5538	11541.21439
-470	256094.1702	8322.916565
-480	266178.6333	5147.205285
-490	315733.0321	7349.216427
-500	329175.3987	12547.77268
-510	338552.359	4280.75158
-520	338030.7738	6536.047833
-530	340894.625	6426.886179
-540	336789.7348	10470.63241
-550	349871.6665	9913.811491
-560	338603.4316	12840.88753
-570	343158.5885	8704.482324
-580	340578.1204	17498.53226
-590	345779.1778	8769.417449
-600	340881.4336	7721.430124
-610	347300.4489	9549.592688
-620	345154.7697	11053.57211
-630	346898.1827	7170.24813
-640	343950.4324	5909.450963
-650	349093.032	6173.103179
-660	347924.4996	9927.594684
-670	346039.0668	11636.46525
-680	339618.5059	8914.683981
-690	345556.8119	9848.292063
-700	342798.2828	7100.456567
-710	346762.1719	10095.75586
-720	344402.4566	11758.62066
