12000	410436.6301	7764.309984
500	331101.7532	4731.736768
480	327676.0646	8185.90913
460	335518.8261	11169.21495
440	327820.3587	2840.938038
420	331276.5078	5309.190565
400	326408.1624	12572.51454
380	323410.0644	8897.429169
360	330443.697	13697.46393
340	324430.1034	9331.053648
320	319978.2816	9566.115768
300	320781.8313	6672.851668
280	319322.5903	10653.79784
260	309024.1599	8028.832947
240	304506.7515	8697.613354
220	297301.4899	5511.908122
200	279898.5489	5014.457283
180	249162.7701	6050.213816
160	208455.8579	11971.85729
140	136071.9062	5552.37186
120	59581.03524	6788.506624
100	45531.3118	7115.575013
80	97220.92275	7512.377472
60	175301.6926	7663.849369
40	224696.8923	7251.215144
20	254918.9944	10765.80124
0	268782.059	6334.648688
-20	278551.8974	8643.428244
-40	296839.9147	7290.609927
-60	296848.6664	4972.157852
-80	302490.466	3664.781166
-100	303452.3826	5328.24423
-120	312622.1105	11038.80496
-140	308034.056	4890.762315
-160	314135.2185	6422.808736
-180	311950.1655	10291.96801
-200	312039.7491	8255.535536
-220	315691.5021	10149.53196
-240	313506.435	9200.696283
-260	311555.8073	8286.87669
-280	307131.6373	10679.7983
-300	311581.3391	8158.748521
-320	319007.8335	10592.61267
-340	313498.5376	9878.355284
-360	318027.6262	6131.908195
-380	316697.0001	5603.016264
-400	316906.3039	4502.38194
-420	317176.6761	4254.873098
-440	316117.709	5968.274559
-460	314502.1939	8006.701661
-480	315149.7113	9315.424782
-500	304951.5798	6613.432167
-520	297617.7729	6491.415413
-540	299062.3635	5776.017431
-560	296577.6533	5573.304131
-580	288514.0469	11950.87892
-600	276838.7876	8766.411213
-620	253805.0321	9298.23998
-640	237380.7988	7547.157411
-660	198411.2292	11334.71887
-680	144142.208	7735.643538
-700	61026.91096	7967.223848
-720	6590.741992	10127.04326
-740	3264.573971	8957.051768
-760	49283.11852	5151.635612
-780	147606.0739	7905.36851
-800	207887.6593	10066.43068
-820	253064.3214	8418.058797
-840	280511.1898	6685.337048
-860	291450.4273	7963.278947
-880	300231.4422	6410.512187
-900	306722.2935	11073.81909
-920	316960.2993	6716.90604
-940	313243.4821	7027.743997
-960	320745.2203	10025.93318
-980	320327.9588	9957.116108
-1000	324589.3633	11698.40567
-1020	324709.9748	6060.123965
-1040	327489.5915	8526.059828
-1060	331680.7089	6048.297011
-1080	325212.9175	6269.855533
-1100	329950.7648	7080.537023
-1120	328615.3105	10574.07475
-1140	335389.7443	11580.35938
-1160	327681.3471	9481.609273
-1180	323961.3689	6568.386453
-1200	326815.1412	5786.660537
-1220	330067.7299	5814.624729
