,kAB,kBA,kex,pA,pB,R2A,R2B,R1,sigma,CS_A,CS_B,deltaomega
0,40.317254766175886,93.34868443368647,133.66593919986235,0.6983730110488956,0.3016269889511045,21.19322424161978,35.13774383028788,2.0991127305138417,0.0,-732.36,107.11365730219494,839.473657302195
1,2.1495954586898365,7.2789072326802176,9.35824663216903,0.00650086459524588,0.00650086459524588,2.7826078226160296,6.868451276627506,0.012549793287669168,0.0,0.0,0.3998255725472481,0.39982557254724926
