,kAB,kBA,kex,pA,pB,R2A,R2B,R1,sigma,CS_A,CS_B,deltaomega
0,42.66009152388768,98.84806243615535,141.50815396004302,0.6985326263535782,0.30146737364642184,17.94716188450056,31.528598830405905,2.0863505898772523,0.0,-732.36,107.7022337916606,840.0622337916607
1,40.86677851945693,95.3576167148507,136.22439523430762,0.7000039644208693,0.29999603557913085,21.724265343260985,29.324857058387472,2.1140763411036354,0.0,-732.36,107.03560390172854,839.3956039017286
2,41.76927487174134,100.45528295609158,142.2245578278329,0.7063146090262112,0.29368539097378876,20.350955243105485,29.881290526051995,2.102338401583853,0.0,-732.36,106.42645851339572,838.7864585133957
3,44.15895620614948,106.79510959758086,150.95406580373034,0.7074675930652659,0.29253240693473415,18.82880219408532,21.82630263107095,2.0942434469946596,0.0,-732.36,107.19671903370781,839.5567190337079
4,39.10210991882635,90.88188219729984,129.9839921161262,0.6991774965343965,0.3008225034656035,23.04763133170187,32.8838730640718,2.0974187187421625,0.0,-732.36,107.92151142519542,840.2815114251954
5,41.370013064066356,99.83383431403769,141.20384737810406,0.7070192219813306,0.29298077801866923,17.512514659929256,31.216931099820908,2.1015735936201856,0.0,-732.36,107.78399161331997,840.1439916133199
6,40.28952897435701,96.55966215493028,136.8491911292873,0.7055917638833994,0.29440823611660055,19.33286915221994,30.80011310509701,2.128341694636285,0.0,-732.36,107.2709178279854,839.6309178279854
7,42.11310798200529,97.39518143658006,139.50828941858535,0.6981318589919219,0.3018681410080781,20.454700861080433,31.00132245188215,2.0881964922059497,0.0,-732.36,106.89727586624336,839.2572758662434
8,41.571703499899684,92.59388096206024,134.16558446195992,0.6901462944717649,0.3098537055282351,20.20735328850276,36.12781258174567,2.0746179092265473,0.0,-732.36,106.61090249281088,838.9709024928109
9,38.60194252881068,87.84462089847902,126.4465634272897,0.6947173455527886,0.3052826544472114,22.83856714849403,40.33017009298339,2.1076079045684195,0.0,-732.36,107.36014083047858,839.7201408304786
10,38.94496180102678,88.68546413255744,127.63042593358422,0.6948614602187977,0.30513853978120226,22.59281050605744,38.07366793525468,2.0996966995573576,0.0,-732.36,107.48651651371756,839.8465165137176
11,43.88487829976409,102.73311856851817,146.61799686828226,0.7006855963310622,0.29931440366893775,17.190164679328266,24.897792831568072,2.1156405866181487,0.0,-732.36,107.4254981976907,839.7854981976907
12,41.44737667711682,97.17759026170174,138.62496693881855,0.7010107371537957,0.2989892628462045,20.56610064612862,32.66402064154458,2.107339828564636,0.0,-732.36,107.3180729784132,839.6780729784132
13,38.8921604298319,89.1330702889834,128.0252307188153,0.6962148772435988,0.30378512275640124,22.517519756328195,35.26292261539519,2.1116905284468355,0.0,-732.36,107.02904738967939,839.3890473896794
14,40.787059206668964,94.97140128057585,135.7584604872448,0.6995615664741491,0.300438433525851,21.56726044474846,31.010725691805053,2.1247905487276997,0.0,-732.36,107.33353436997638,839.6935343699764
15,39.96990111441264,90.20945453011082,130.17935564452347,0.6929628287333273,0.3070371712666727,21.585396085098978,35.09844927876698,2.1096417245972443,0.0,-732.36,107.39261937121283,839.7526193712129
16,43.271578095720294,95.54266510266147,138.81424319838177,0.6882771025601446,0.3117228974398553,19.949474509963373,29.114390753398624,2.08861230276394,0.0,-732.36,107.49268235434471,839.8526823543448
17,41.04000842688048,98.07618441279325,139.11619283967374,0.7049947415238887,0.2950052584761112,20.660996019608895,27.003472964852012,2.111803791196572,0.0,-732.36,106.83086830436662,839.1908683043666
